ANYO;MES;COD_PROV;DESC_PROV;COD_MUN;DESC_MUN;COD_NIVEL;DESC_NIVEL;DEMANDANTES
2017;02;03;ALICANTE;093;NOVELDA;52;TÍTULOS PROPIOS DE LAS UNIVERSIDADES Y OTRAS ENSEÑANZAS QUE PRECISAN DEL TÍTULO DE BACHILLER (2 Y MÁS AÑOS).;1
2017;02;03;ALICANTE;093;NOVELDA;53;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA FORMACIÓN PROFESIONAL DE GRADO SUPERIOR PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;1
2017;02;03;ALICANTE;093;NOVELDA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);60
2017;02;03;ALICANTE;093;NOVELDA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);53
2017;02;03;ALICANTE;093;NOVELDA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;18
2017;02;03;ALICANTE;093;NOVELDA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;8
2017;02;03;ALICANTE;093;NOVELDA;61;DOCTORADO UNIVERSITARIO.;1
2017;02;03;ALICANTE;093;NOVELDA;80;SIN ESTUDIOS;15
2017;02;03;ALICANTE;094;NUCIA, LA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;35
2017;02;03;ALICANTE;094;NUCIA, LA;12;ESTUDIOS PRIMARIOS COMPLETOS;42
2017;02;03;ALICANTE;094;NUCIA, LA;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;4
2017;02;03;ALICANTE;094;NUCIA, LA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;614
2017;02;03;ALICANTE;094;NUCIA, LA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;223
2017;02;03;ALICANTE;094;NUCIA, LA;31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;0
2017;02;03;ALICANTE;094;NUCIA, LA;32;ENSEÑANZAS DE BACHILLERATO;57
2017;02;03;ALICANTE;094;NUCIA, LA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;50
2017;02;03;ALICANTE;094;NUCIA, LA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;33
2017;02;03;ALICANTE;094;NUCIA, LA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);25
2017;02;03;ALICANTE;094;NUCIA, LA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);23
2017;02;03;ALICANTE;094;NUCIA, LA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;4
2017;02;03;ALICANTE;094;NUCIA, LA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;1
2017;02;03;ALICANTE;094;NUCIA, LA;61;DOCTORADO UNIVERSITARIO.;0
2017;02;03;ALICANTE;094;NUCIA, LA;80;SIN ESTUDIOS;17
2017;02;03;ALICANTE;095;ONDARA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;26
2017;02;03;ALICANTE;095;ONDARA;12;ESTUDIOS PRIMARIOS COMPLETOS;65
2017;02;03;ALICANTE;095;ONDARA;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;12
2017;02;03;ALICANTE;095;ONDARA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;336
2017;02;03;ALICANTE;095;ONDARA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;148
2017;02;03;ALICANTE;095;ONDARA;32;ENSEÑANZAS DE BACHILLERATO;28
2017;02;03;ALICANTE;095;ONDARA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;32
2017;02;03;ALICANTE;095;ONDARA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;26
2017;02;03;ALICANTE;095;ONDARA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);5
2017;02;03;ALICANTE;095;ONDARA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);13
2017;02;03;ALICANTE;095;ONDARA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;1
2017;02;03;ALICANTE;095;ONDARA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;1
2017;02;03;ALICANTE;095;ONDARA;80;SIN ESTUDIOS;11
2017;02;03;ALICANTE;096;ONIL;11;ESTUDIOS PRIMARIOS INCOMPLETOS;19
2017;02;03;ALICANTE;096;ONIL;12;ESTUDIOS PRIMARIOS COMPLETOS;59
2017;02;03;ALICANTE;096;ONIL;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;4
2017;02;03;ALICANTE;096;ONIL;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;265
2017;02;03;ALICANTE;096;ONIL;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;132
2017;02;03;ALICANTE;096;ONIL;31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;2
2017;02;03;ALICANTE;096;ONIL;32;ENSEÑANZAS DE BACHILLERATO;29
2017;02;03;ALICANTE;096;ONIL;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;27
2017;02;03;ALICANTE;096;ONIL;41;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE 2ª ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;1
2017;02;03;ALICANTE;096;ONIL;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;19
2017;02;03;ALICANTE;096;ONIL;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);14
2017;02;03;ALICANTE;096;ONIL;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);9
2017;02;03;ALICANTE;096;ONIL;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;6
2017;02;03;ALICANTE;096;ONIL;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;2
2017;02;03;ALICANTE;096;ONIL;80;SIN ESTUDIOS;11
2017;02;03;ALICANTE;097;ORBA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;2
2017;02;03;ALICANTE;097;ORBA;12;ESTUDIOS PRIMARIOS COMPLETOS;3
2017;02;03;ALICANTE;097;ORBA;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;3
2017;02;03;ALICANTE;097;ORBA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;43
2017;02;03;ALICANTE;097;ORBA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;18
2017;02;03;ALICANTE;097;ORBA;32;ENSEÑANZAS DE BACHILLERATO;5
2017;02;03;ALICANTE;097;ORBA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;6
2017;02;03;ALICANTE;097;ORBA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;7
2017;02;03;ALICANTE;097;ORBA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);2
2017;02;03;ALICANTE;097;ORBA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);5
2017;02;03;ALICANTE;097;ORBA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;2
2017;02;03;ALICANTE;097;ORBA;80;SIN ESTUDIOS;1
2017;02;03;ALICANTE;098;ORXETA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;1
2017;02;03;ALICANTE;098;ORXETA;12;ESTUDIOS PRIMARIOS COMPLETOS;3
2017;02;03;ALICANTE;098;ORXETA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;34
2017;02;03;ALICANTE;098;ORXETA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;9
2017;02;03;ALICANTE;098;ORXETA;32;ENSEÑANZAS DE BACHILLERATO;5
2017;02;03;ALICANTE;098;ORXETA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;4
2017;02;03;ALICANTE;098;ORXETA;34;ENSEÑANZAS DE GRADO MEDIO DE MÚSICA Y DANZA;1
2017;02;03;ALICANTE;098;ORXETA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;4
2017;02;03;ALICANTE;098;ORXETA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);2
2017;02;03;ALICANTE;098;ORXETA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);2
2017;02;03;ALICANTE;098;ORXETA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;1
2017;02;03;ALICANTE;099;ORIHUELA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;380
2017;02;03;ALICANTE;099;ORIHUELA;12;ESTUDIOS PRIMARIOS COMPLETOS;466
2017;02;03;ALICANTE;099;ORIHUELA;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;11
2017;02;03;ALICANTE;099;ORIHUELA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;2475
2017;02;03;ALICANTE;099;ORIHUELA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;823
2017;02;03;ALICANTE;099;ORIHUELA;31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;3
2017;02;03;ALICANTE;099;ORIHUELA;32;ENSEÑANZAS DE BACHILLERATO;214
2017;02;03;ALICANTE;099;ORIHUELA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;294
2017;02;03;ALICANTE;099;ORIHUELA;41;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE 2ª ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;3
2017;02;03;ALICANTE;099;ORIHUELA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;257
2017;02;03;ALICANTE;099;ORIHUELA;53;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA FORMACIÓN PROFESIONAL DE GRADO SUPERIOR PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;2
2017;02;03;ALICANTE;099;ORIHUELA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);131
2017;02;03;ALICANTE;099;ORIHUELA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);116
2017;02;03;ALICANTE;099;ORIHUELA;56;ESTUDIOS OFICIALES DE ESPECIALIZACIÓN PROFESIONAL.;3
2017;02;03;ALICANTE;099;ORIHUELA;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;35
2017;02;03;ALICANTE;099;ORIHUELA;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;24
2017;02;03;ALICANTE;099;ORIHUELA;61;DOCTORADO UNIVERSITARIO.;2
2017;02;03;ALICANTE;099;ORIHUELA;80;SIN ESTUDIOS;167
2017;02;03;ALICANTE;100;PARCENT;11;ESTUDIOS PRIMARIOS INCOMPLETOS;2
2017;02;03;ALICANTE;100;PARCENT;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;21
2017;02;03;ALICANTE;100;PARCENT;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;8
2017;02;03;ALICANTE;100;PARCENT;32;ENSEÑANZAS DE BACHILLERATO;0
2017;02;03;ALICANTE;100;PARCENT;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;2
2017;02;03;ALICANTE;100;PARCENT;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;3
2017;02;03;ALICANTE;100;PARCENT;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);3
2017;02;03;ALICANTE;100;PARCENT;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);1
2017;02;03;ALICANTE;100;PARCENT;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;2
2017;02;03;ALICANTE;100;PARCENT;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;0
2017;02;03;ALICANTE;101;PEDREGUER;11;ESTUDIOS PRIMARIOS INCOMPLETOS;25
2017;02;03;ALICANTE;101;PEDREGUER;12;ESTUDIOS PRIMARIOS COMPLETOS;69
2017;02;03;ALICANTE;101;PEDREGUER;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;11
2017;02;03;ALICANTE;101;PEDREGUER;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;256
2017;02;03;ALICANTE;101;PEDREGUER;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;143
2017;02;03;ALICANTE;101;PEDREGUER;32;ENSEÑANZAS DE BACHILLERATO;29
2017;02;03;ALICANTE;101;PEDREGUER;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;37
2017;02;03;ALICANTE;101;PEDREGUER;34;ENSEÑANZAS DE GRADO MEDIO DE MÚSICA Y DANZA;0
2017;02;03;ALICANTE;101;PEDREGUER;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;22
2017;02;03;ALICANTE;101;PEDREGUER;52;TÍTULOS PROPIOS DE LAS UNIVERSIDADES Y OTRAS ENSEÑANZAS QUE PRECISAN DEL TÍTULO DE BACHILLER (2 Y MÁS AÑOS).;1
2017;02;03;ALICANTE;101;PEDREGUER;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);14
2017;02;03;ALICANTE;101;PEDREGUER;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);8
2017;02;03;ALICANTE;101;PEDREGUER;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;5
2017;02;03;ALICANTE;101;PEDREGUER;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;2
2017;02;03;ALICANTE;101;PEDREGUER;80;SIN ESTUDIOS;5
2017;02;03;ALICANTE;102;PEGO;11;ESTUDIOS PRIMARIOS INCOMPLETOS;17
2017;02;03;ALICANTE;102;PEGO;12;ESTUDIOS PRIMARIOS COMPLETOS;53
2017;02;03;ALICANTE;102;PEGO;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;12
2017;02;03;ALICANTE;102;PEGO;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;250
2017;02;03;ALICANTE;102;PEGO;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;159
2017;02;03;ALICANTE;102;PEGO;32;ENSEÑANZAS DE BACHILLERATO;36
2017;02;03;ALICANTE;102;PEGO;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;47
2017;02;03;ALICANTE;102;PEGO;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;31
2017;02;03;ALICANTE;102;PEGO;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);16
2017;02;03;ALICANTE;102;PEGO;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);17
2017;02;03;ALICANTE;102;PEGO;59;ENSEÑANZAS UNIVERSITARIAS DE GRADO;6
2017;02;03;ALICANTE;102;PEGO;60;ENSEÑANZAS UNIVERSITARIAS OFICIALES DE MÁSTER;3
2017;02;03;ALICANTE;102;PEGO;80;SIN ESTUDIOS;2
2017;02;03;ALICANTE;103;PENAGUILA;11;ESTUDIOS PRIMARIOS INCOMPLETOS;0
2017;02;03;ALICANTE;103;PENAGUILA;12;ESTUDIOS PRIMARIOS COMPLETOS;1
2017;02;03;ALICANTE;103;PENAGUILA;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;0
2017;02;03;ALICANTE;103;PENAGUILA;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;7
2017;02;03;ALICANTE;103;PENAGUILA;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;8
2017;02;03;ALICANTE;103;PENAGUILA;32;ENSEÑANZAS DE BACHILLERATO;0
2017;02;03;ALICANTE;103;PENAGUILA;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;2
2017;02;03;ALICANTE;103;PENAGUILA;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;2
2017;02;03;ALICANTE;103;PENAGUILA;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);1
2017;02;03;ALICANTE;103;PENAGUILA;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);1
2017;02;03;ALICANTE;104;PETRER;11;ESTUDIOS PRIMARIOS INCOMPLETOS;119
2017;02;03;ALICANTE;104;PETRER;12;ESTUDIOS PRIMARIOS COMPLETOS;459
2017;02;03;ALICANTE;104;PETRER;21;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE NO PRECISAN DE UNA TITULACIÓN ACADÉMICA DE LA 1ª ETAPA DE SECUNDARIA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;7
2017;02;03;ALICANTE;104;PETRER;22;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA SIN TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;1656
2017;02;03;ALICANTE;104;PETRER;23;PRIMERA ETAPA DE EDUCACIÓN SECUNDARIA CON TÍTULO DE GRADUADO ESCOLAR O EQUIVALENTE.;1299
2017;02;03;ALICANTE;104;PETRER;31;PROGRAMAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE PRIMERA ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;1
2017;02;03;ALICANTE;104;PETRER;32;ENSEÑANZAS DE BACHILLERATO;193
2017;02;03;ALICANTE;104;PETRER;33;ENSEÑANZAS DE GRADO MEDIO DE FORMACIÓN PROFESIONAL ESPECÍFICA, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;243
2017;02;03;ALICANTE;104;PETRER;34;ENSEÑANZAS DE GRADO MEDIO DE MÚSICA Y DANZA;0
2017;02;03;ALICANTE;104;PETRER;41;ENSEÑANZAS PARA LA FORMACIÓN E INSERCIÓN LABORAL QUE PRECISAN DE UNA TITULACIÓN DE ESTUDIOS SECUNDARIOS DE 2ª ETAPA PARA SU REALIZACIÓN (MÁS DE 300 HORAS).;1
2017;02;03;ALICANTE;104;PETRER;51;ENSEÑANZAS DE GRADO SUPERIOR DE FORMACIÓN PROFESIONAL ESPECÍFICA Y EQUIVALENTES, ARTES PLÁSTICAS Y DISEÑO Y DEPORTIVAS.;126
2017;02;03;ALICANTE;104;PETRER;52;TÍTULOS PROPIOS DE LAS UNIVERSIDADES Y OTRAS ENSEÑANZAS QUE PRECISAN DEL TÍTULO DE BACHILLER (2 Y MÁS AÑOS).;1
2017;02;03;ALICANTE;104;PETRER;54;ENSEÑANZAS UNIVERSITARIAS DE PRIMER CICLO Y EQUIVALENTES O PERSONAS QUE HAN APROBADO 3 CURSOS COMPLETOS DE UNA LICENCIATURA O CRÉDITOS EQUIVALENTES (DIPLOMADOS);65
2017;02;03;ALICANTE;104;PETRER;55;ENSEÑANZAS UNIVERSITARIAS DE 1 ER Y 2º CICLO, DE SÓLO SEGUNDO CICLO Y EQUIVALENTES (LICENCIADOS);70
2017;02;03;ALICANTE;104;PETRER;56;ESTUDIOS OFICIALES DE ESPECIALIZACIÓN PROFESIONAL.;1
